#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
02786   172.5605761   0.006132   0.0069809   172.6623119   0.0061186   86.1699449   57.44663   0.0002723   172.6707637   0.006139   0.0069894   173.141827   0.0061258   
02787   172.9976301   0.006132   0.0069831   173.1006962   0.0061186   86.3888689   57.5925793   0.000273   173.106126   0.006139   0.0069916   173.5791307   0.0061258   
02788   173.4335824   0.006132   0.0069853   173.5380001   0.0061186   86.6072483   57.7381655   0.0002737   173.5418169   0.006139   0.0069938   174.0167672   0.0061258   
02789   173.8699429   0.006132   0.0069875   173.9756494   0.0061186   86.8257993   57.8838662   0.0002744   173.9766091   0.006139   0.006996   174.4534299   0.0061258   
02790   174.3028961   0.006132   0.0069897   174.4101087   0.0061186   87.0427721   58.0285147   0.000275   174.4135096   0.006139   0.0069981   174.8912906   0.0061258   
02791   174.7399602   0.006132   0.0069919   174.848493   0.0061186   87.2616963   58.1744642   0.0002757   174.8488811   0.006139   0.0070003   175.3285946   0.0061258   
02792   175.1758883   0.006132   0.0069941   175.2857838   0.0061186   87.4800719   58.3200479   0.0002764   175.2843363   0.006139   0.0070025   175.7661546   0.0061258   
02793   175.6076465   0.006132   0.0069963   175.7187035   0.0061186   87.6962   58.4641334   0.0002771   175.7163649   0.006139   0.0070047   176.1997419   0.0061258   
02794   176.0438159   0.006132   0.0069984   176.1562047   0.0061186   87.9146944   58.6097963   0.0002778   176.1520118   0.006139   0.0070069   176.6373194   0.0061258   
02795   176.4630844   0.0061322   0.0070007   176.5770611   0.0061188   88.1248449   58.7498966   0.0002784   176.5922127   0.006139   0.0070091   177.0793545   0.0061258   
02796   176.8994255   0.0061322   0.0070028   177.014698   0.0061188   88.3433808   58.8955872   0.0002791   177.0269792   0.006139   0.0070112   177.5160003   0.0061258   
02797   169.6228709   0.0061566   0.0069906   169.6683668   0.0061431   84.6763496   56.4508998   0.0002676   169.2197893   0.0061654   0.0069983   169.6527626   0.006152   
02798   170.0523828   0.0061566   0.0069928   170.0991776   0.0061431   84.8915876   56.5943918   0.0002683   169.6455725   0.0061654   0.0070004   170.080603   0.006152   
02799   170.4752421   0.0061566   0.0069949   170.5234149   0.0061431   85.1034137   56.7356091   0.000269   170.0714272   0.0061654   0.0070025   170.5075532   0.006152   
02800   170.9083911   0.0061566   0.0069971   170.9580629   0.0061431   85.3204565   56.8803043   0.0002696   170.5005202   0.0061654   0.0070047   170.9390164   0.006152   
02801   171.3383474   0.0061566   0.0069993   171.3893391   0.0061431   85.5358317   57.0238878   0.0002703   170.9326958   0.0061654   0.0070068   171.3729967   0.006152   
02802   171.7722088   0.0061566   0.0070015   171.8249692   0.0061431   85.7533963   57.1689308   0.000271   171.3671027   0.0061654   0.007009   171.8092824   0.006152   
02803   172.1981615   0.0061566   0.0070036   172.2520158   0.0061431   85.9665414   57.3110276   0.0002717   171.7913575   0.0061654   0.0070111   172.2349413   0.006152   
02804   172.6347107   0.0061566   0.0070058   172.6896512   0.0061431   86.1850925   57.4567283   0.0002724   172.2264471   0.0061654   0.0070133   172.6719659   0.006152   
02805   173.0433644   0.0061568   0.007008   173.1009543   0.0061433   86.3907468   57.5938312   0.000273   172.6520649   0.0061655   0.0070156   173.0945084   0.0061521   
02806   173.4707917   0.0061568   0.0070101   173.5285573   0.0061433   86.604173   57.7361153   0.0002737   173.0820834   0.0061655   0.0070177   173.5247622   0.0061521   
02807   173.9036472   0.0061568   0.0070123   173.9629338   0.0061433   86.821066   57.8807107   0.0002743   173.5153845   0.0061655   0.0070199   173.9599649   0.0061521   
02808   174.3075032   0.0061568   0.0070144   174.3676593   0.0061433   87.0233689   58.0155793   0.000275   173.8106373   0.006166   0.007022   174.2719344   0.0061527   
02809   174.7267737   0.0061569   0.0070166   174.788803   0.0061434   87.2337793   58.1558529   0.0002756   174.2400375   0.006166   0.0070241   174.7041852   0.0061527   
02810   175.1628024   0.0061569   0.0070188   175.2259764   0.0061434   87.4521157   58.3014105   0.0002763   174.674804   0.006166   0.0070263   175.1407083   0.0061527   
02811   175.5699325   0.006157   0.0070208   175.6332715   0.0061435   87.6553346   58.4368898   0.000277   175.0868209   0.006166   0.0070284   175.5521446   0.0061527   
02812   175.9873588   0.006157   0.0070229   176.0513815   0.0061435   87.864163   58.5761087   0.0002776   175.5074553   0.006166   0.0070305   175.9735385   0.0061527   
02813   176.3486628   0.0061574   0.0070251   176.4186408   0.0061438   88.0471051   58.6980701   0.0002782   175.9087713   0.006166   0.0070325   176.3792519   0.0061527   
02814   176.7620247   0.0061574   0.0070272   176.8333444   0.0061439   88.2540457   58.8360304   0.0002788   176.3244529   0.006166   0.0070346   176.7973745   0.0061527   
02815   177.1521418   0.0061576   0.0070294   177.2262923   0.0061441   88.4502521   58.9668347   0.0002794   176.7594384   0.006166   0.0070367   177.2379075   0.0061527   
02816   177.56037   0.0061578   0.0070316   177.6363738   0.0061443   88.6549404   59.1032936   0.0002801   177.1909376   0.006166   0.0070389   177.6723217   0.0061527   
02817   177.9656429   0.0061579   0.0070338   178.0437565   0.0061444   88.8585322   59.2390215   0.0002807   177.6236502   0.006166   0.0070411   178.1074584   0.0061527   
02818   178.3445232   0.0061582   0.007036   178.4249957   0.0061447   89.0490101   59.3660067   0.0002813   178.0141251   0.0061663   0.0070433   178.4877463   0.0061529   
02819   178.6974927   0.0061587   0.0070383   178.7791085   0.0061452   89.2257213   59.4838142   0.0002819   178.3162517   0.0061671   0.0070455   178.7860891   0.0061537   
02820   179.0876313   0.0061589   0.0070404   179.1711515   0.0061454   89.421782   59.6145213   0.0002825   178.7145218   0.0061672   0.0070477   179.1891505   0.0061538   
02821   170.1002593   0.0062204   0.0070568   170.1567893   0.0062069   84.9194461   56.6129641   0.0002684   169.9719531   0.0062276   0.0070643   170.3927671   0.0062142   
02822   170.5292907   0.0062205   0.007059   170.5875654   0.0062069   85.1347106   56.7564738   0.0002691   170.409657   0.0062276   0.0070664   170.8323966   0.0062142   
02823   170.9394439   0.0062206   0.0070613   170.9999411   0.0062071   85.3403409   56.8935606   0.0002697   170.8528561   0.0062276   0.0070687   171.2770812   0.0062142   
02824   171.3764914   0.0062206   0.0070635   171.4383255   0.0062071   85.5592647   57.0395098   0.0002704   171.2882269   0.0062276   0.0070709   171.7143852   0.0062142   
02825   171.8073849   0.0062207   0.0070657   171.8707964   0.0062071   85.7753314   57.1835543   0.0002711   171.7250393   0.0062276   0.007073   172.1533608   0.0062142   
02826   172.2444381   0.0062207   0.0070678   172.3091807   0.0062071   85.9942553   57.3295035   0.0002718   172.1604163   0.0062276   0.0070752   172.5906645   0.0062142   
02827   172.6814937   0.0062207   0.00707   172.747565   0.0062071   86.2131795   57.475453   0.0002724   172.5957952   0.0062276   0.0070774   173.0279686   0.0062142   
02828   173.1185519   0.0062207   0.0070722   173.1859494   0.0062071   86.4321036   57.6214024   0.0002731   173.031177   0.0062276   0.0070796   173.4652729   0.0062142   
02829   173.5532512   0.0062207   0.0070744   173.6220787   0.0062071   86.6498875   57.7665917   0.0002738   173.4672753   0.0062276   0.0070818   173.9032674   0.0062142   
02830   173.9903145   0.0062207   0.0070766   174.060463   0.0062071   86.8688116   57.9125411   0.0002745   173.9026611   0.0062276   0.007084   174.3405716   0.0062142   
02831   174.4185419   0.0062207   0.0070788   174.4903868   0.0062072   87.083684   58.0557893   0.0002752   174.3405708   0.0062276   0.0070861   174.7805734   0.0062142   
02832   174.8556107   0.0062207   0.007081   174.9287712   0.0062072   87.3026081   58.2017388   0.0002759   174.775961   0.0062276   0.0070883   175.2178778   0.0062142   
02833   175.2870751   0.0062208   0.0070832   175.3617341   0.0062072   87.5188587   58.3459058   0.0002765   175.213059   0.0062276   0.0070905   175.6568427   0.0062142   
02834   175.7225441   0.0062208   0.0070854   175.7985956   0.0062072   87.7369913   58.4913275   0.0002772   175.6489222   0.0062276   0.0070927   176.0946259   0.0062142   
02835   175.6635358   0.006224   0.0070883   175.7452197   0.0062104   87.7087225   58.4724817   0.0002771   175.3598685   0.0062321   0.0070956   175.7821394   0.0062186   
02836   176.0963481   0.006224   0.0070905   176.1794039   0.0062105   87.9255529   58.6170352   0.0002778   175.7964461   0.0062321   0.0070978   176.2206141   0.0062186   
02837   176.531599   0.006224   0.0070927   176.6160764   0.0062105   88.1436934   58.7624623   0.0002785   176.2317381   0.0062321   0.0071   176.658016   0.0062186   
02838   176.968694   0.006224   0.0070949   177.0544607   0.0062105   88.3626177   58.9084118   0.0002792   176.6671543   0.0062321   0.0071022   177.0953202   0.0062186   
02839   177.4041411   0.006224   0.0070971   177.4912233   0.0062105   88.5807384   59.0538256   0.0002799   177.1030798   0.0062321   0.0071044   177.5331855   0.0062186   
02840   177.8370438   0.0062241   0.0070993   177.9254923   0.0062105   88.7975779   59.1983853   0.0002805   177.5395802   0.0062321   0.0071066   177.971675   0.0062186   
02841   178.2575125   0.0062241   0.0071014   178.3473132   0.0062105   89.0081541   59.3387694   0.0002812   177.9662259   0.0062321   0.0071087   178.399005   0.0062186   
02842   178.6882128   0.0062241   0.0071036   178.7795151   0.0062106   89.2239672   59.4826448   0.0002819   178.4030933   0.0062321   0.0071109   178.8370842   0.0062186   
02843   178.9366839   0.0062253   0.0071061   179.0305608   0.0062118   89.3496151   59.5664101   0.0002822   178.8919211   0.0062321   0.0071133   179.3224191   0.0062186   
02844   179.3501929   0.0062255   0.0071083   179.4454157   0.0062119   89.5569719   59.7046479   0.0002829   179.2634706   0.0062324   0.0071156   179.6950903   0.006219   
02845   179.7356377   0.0062258   0.0071106   179.8330271   0.0062122   89.7504735   59.833649   0.0002835   179.6737382   0.0062326   0.0071178   180.10038   0.0062192   
02846   172.45135   0.0062762   0.0071244   172.527604   0.0062626   86.1014872   57.4009915   0.0002721   172.6648606   0.0062819   0.0071317   173.0076105   0.0062683   
02847   172.8854838   0.0062762   0.0071266   172.9632025   0.0062626   86.3190577   57.5460385   0.0002728   173.1010544   0.0062819   0.0071339   173.4457636   0.0062683   
02848   173.3147489   0.0062763   0.0071288   173.3940061   0.0062626   86.534244   57.689496   0.0002734   173.4274139   0.0062824   0.0071361   173.7881732   0.0062688   
02849   173.7320912   0.0062764   0.007131   173.8131105   0.0062627   86.7435449   57.8290299   0.0002741   173.8679887   0.0062824   0.0071383   174.2319437   0.0062688   
02850   174.1671941   0.0062764   0.0071332   174.24957   0.0062628   86.9615239   57.9743493   0.0002748   174.3040597   0.0062824   0.0071405   174.669276   0.0062688   
02851   174.6005727   0.0062764   0.0071354   174.6842458   0.0062628   87.1786757   58.1191172   0.0002755   174.7406025   0.0062824   0.0071427   175.1076977   0.0062688   
02852   175.0272895   0.0062765   0.0071376   175.1126178   0.0062628   87.3928283   58.2618856   0.0002761   175.1459169   0.0062826   0.0071449   175.5154853   0.006269   
02853   175.4643849   0.0062765   0.0071398   175.5510021   0.0062628   87.6117526   58.4078351   0.0002768   175.5813261   0.0062826   0.0071471   175.9527893   0.006269   
02854   175.9005901   0.0062765   0.007142   175.9885275   0.0062629   87.8302302   58.5534868   0.0002775   176.0168721   0.0062826   0.0071492   176.3904919   0.006269   
02855   176.3323224   0.0062765   0.0071442   176.4216969   0.0062629   88.046502   58.697668   0.0002782   176.4550885   0.0062826   0.0071514   176.8273793   0.006269   
02856   176.767872   0.0062765   0.0071463   176.8585643   0.0062629   88.2646331   58.8430887   0.0002789   176.8908981   0.0062826   0.0071536   177.2652314   0.006269   
02857   177.136632   0.006277   0.0071486   177.2296709   0.0062633   88.4499351   58.9666234   0.0002794   177.3443226   0.0062826   0.0071559   177.7246699   0.006269   
02858   177.5667659   0.006277   0.0071508   177.6612992   0.0062634   88.6656266   59.1104177   0.0002801   177.7817784   0.0062826   0.0071581   178.1640188   0.006269   
02859   177.9757205   0.0062772   0.0071531   178.0719959   0.0062636   88.8704301   59.2469534   0.0002807   177.9996979   0.0062836   0.0071603   178.4165856   0.0062701   
02860   178.4004575   0.0062773   0.0071553   178.498174   0.0062636   89.0832377   59.3888252   0.0002814   178.4375475   0.0062836   0.0071625   178.8557257   0.0062701   
02861   178.8344368   0.0062773   0.0071575   178.9334222   0.0062637   89.3005639   59.5337093   0.0002821   178.8739342   0.0062836   0.0071647   179.2937781   0.0062701   
02862   179.2715575   0.0062773   0.0071596   179.3718066   0.0062637   89.5194878   59.6796585   0.0002828   179.3093729   0.0062836   0.0071669   179.7310823   0.0062701   
02863   179.6591838   0.0062776   0.0071619   179.7615508   0.0062639   89.7138735   59.809249   0.0002834   179.7106196   0.0062838   0.0071691   180.1392091   0.0062703   
02864   180.0485049   0.0062779   0.0071641   180.1523467   0.0062642   89.9089865   59.9393243   0.000284   180.1068997   0.0062841   0.0071713   180.5234153   0.0062705   
02865   170.6085782   0.0063395   0.0071783   170.6754565   0.0063257   85.1774372   56.7849581   0.0002692   170.5644065   0.0063489   0.0071879   170.8314653   0.0063352   
02866   171.0456303   0.0063395   0.0071805   171.1138408   0.0063257   85.3963612   56.9309074   0.0002699   170.999723   0.0063489   0.0071901   171.2687694   0.0063352   
02867   171.4826848   0.0063395   0.0071827   171.5522252   0.0063257   85.615285   57.0768567   0.0002706   171.4350415   0.0063489   0.0071923   171.7060734   0.0063352   
02868   171.9100221   0.0063396   0.0071849   171.9815145   0.0063258   85.8296039   57.2197359   0.0002712   171.8725987   0.0063489   0.0071945   172.1461538   0.0063352   
02869   172.2603946   0.0063401   0.0071872   172.3341887   0.0063264   86.0057318   57.3371545   0.0002718   171.7374533   0.0063519   0.0071968   172.038066   0.0063382   
02870   172.6906097   0.0063402   0.0071894   172.7660457   0.0063264   86.221362   57.480908   0.0002725   172.1745221   0.0063519   0.007199   172.4774949   0.0063382   
02871   173.1238132   0.0063402   0.0071916   173.2006581   0.0063264   86.4383704   57.6255803   0.0002731   172.6110231   0.0063519   0.0072012   172.9159579   0.0063382   
02872   173.5428529   0.0063403   0.0071938   173.6211475   0.0063265   86.6485158   57.7656772   0.0002738   173.0522309   0.0063519   0.0072034   173.3591249   0.0063382   
02873   173.9689838   0.0063404   0.007196   174.0486997   0.0063266   86.8620905   57.9080603   0.0002745   173.4864112   0.0063519   0.0072056   173.7927608   0.0063382   
02874   174.4051863   0.0063404   0.0071982   174.4862258   0.0063266   87.0805925   58.0537283   0.0002751   173.9220109   0.0063519   0.0072078   174.2303407   0.0063382   
02875   174.8419327   0.0063404   0.0072004   174.9241041   0.0063266   87.2992646   58.1995097   0.0002758   174.3571936   0.0063519   0.00721   174.667439   0.0063382   
