#Fichier XDMF_DATA
#Analysed Files: /home/mlamari/Post_Doc_1/Test_Preliminaire/FEniCSX/J_TestMaille/results_plasticity_Dogbone_vM_maille_01_tempsx4/results_.vtm
#[1] Increment   [2] VonMisesStressBulk   [3] CumulativePlasticStrainBulk   [4] TotalStrainBulk   [5] StressXXBulk   [6] PlasticStrainBulk   [7] ForceBordGauche   [8] StressXXBordGauche   [9] TotalStrainBordGauche   [10] VonMisesStressOzx   [11] CumulativePlasticStrainOzx   [12] TotalStrainOzx   [13] StressXXOzx   [14] PlasticStrainOzx
02616   173.8894316   0.005732   0.0065879   173.9665794   0.005719   86.8501087   57.9000725   0.0002729   174.2740783   0.0057419   0.0066004   174.5733991   0.005729   
02617   174.317657   0.0057321   0.0065901   174.3963473   0.0057191   87.0647334   58.0431556   0.0002736   174.7101767   0.0057419   0.0066026   175.0061971   0.0057291   
02618   174.742517   0.0057321   0.0065923   174.8225429   0.0057191   87.2776936   58.1851291   0.0002743   175.0966619   0.0057421   0.0066048   175.3926091   0.0057293   
02619   165.923822   0.0057323   0.0065483   165.9945584   0.0057192   82.858507   55.2390047   0.0002617   166.1917484   0.0057421   0.0065602   166.4906248   0.0057293   
02620   166.3589966   0.0057323   0.0065505   166.4311689   0.0057192   83.0763148   55.3842098   0.0002624   166.6251555   0.0057421   0.0065624   166.9260892   0.0057293   
02621   166.7952261   0.0057323   0.0065527   166.8687937   0.0057192   83.2948702   55.5299135   0.0002631   167.0597737   0.0057421   0.0065646   167.3626759   0.0057293   
02622   167.2312228   0.0057323   0.0065548   167.3062364   0.0057192   83.5133504   55.6755669   0.0002638   167.4935635   0.0057421   0.0065667   167.7985947   0.0057293   
02623   167.6243084   0.0057323   0.0065568   167.6980784   0.0057192   83.7092871   55.8061914   0.0002644   167.8933292   0.0057421   0.0065687   168.1955285   0.0057293   
02624   168.0605789   0.0057323   0.006559   168.1357802   0.0057192   83.9278684   55.9519123   0.0002651   168.3275587   0.0057421   0.0065709   168.6318501   0.0057293   
02625   168.4968922   0.0057323   0.0065612   168.5735156   0.0057192   84.1464841   56.097656   0.0002658   168.7618504   0.0057421   0.0065731   169.0682163   0.0057293   
02626   168.9018016   0.0057323   0.0065632   168.9795972   0.0057192   84.3450133   56.2300089   0.0002664   169.1655251   0.0057421   0.0065751   169.4736924   0.0057293   
02627   169.3387997   0.0057323   0.0065654   169.4179816   0.0057192   84.5639372   56.3759581   0.0002671   169.6008516   0.0057421   0.0065773   169.9109966   0.0057293   
02628   169.76318   0.0057323   0.0065675   169.8439911   0.0057192   84.7764651   56.5176434   0.0002678   170.0245052   0.0057421   0.0065794   170.3365247   0.0057293   
02629   170.1974226   0.0057323   0.0065697   170.2796535   0.0057192   84.9939926   56.6626617   0.0002685   170.4569619   0.0057421   0.0065816   170.7710213   0.0057293   
02630   170.6297238   0.0057323   0.0065719   170.7133801   0.0057192   85.2100358   56.8066905   0.0002691   170.8874792   0.0057421   0.0065837   171.2036015   0.0057293   
02631   171.0515457   0.0057323   0.006574   171.1366076   0.0057193   85.4212061   56.9474707   0.0002698   171.3086802   0.0057421   0.0065858   171.6267654   0.0057293   
02632   171.4866211   0.0057323   0.0065762   171.5729874   0.0057193   85.6391537   57.0927691   0.0002705   171.7423674   0.0057421   0.006588   172.0622746   0.0057293   
02633   171.9146625   0.0057323   0.0065783   172.002595   0.0057193   85.8538459   57.2358973   0.0002712   172.1701529   0.0057421   0.0065902   172.4921535   0.0057293   
02634   172.3217848   0.0057323   0.0065804   172.4094356   0.0057193   86.0568684   57.3712456   0.0002718   172.5841539   0.0057421   0.0065922   172.9050415   0.0057293   
02635   172.7545268   0.0057323   0.0065825   172.8439733   0.0057193   86.273883   57.515922   0.0002725   173.0153154   0.0057421   0.0065944   173.3383468   0.0057293   
02636   173.1626954   0.0057324   0.0065846   173.253896   0.0057193   86.478485   57.6523233   0.0002731   173.4320427   0.0057421   0.0065965   173.7571911   0.0057293   
02637   173.5457548   0.0057326   0.0065868   173.6391974   0.0057196   86.6711721   57.7807814   0.0002737   173.8583279   0.0057421   0.0065986   174.1858951   0.0057293   
02638   173.962523   0.0057327   0.006589   174.0577466   0.0057197   86.880121   57.9200807   0.0002744   174.2992388   0.0057421   0.0066008   174.6295992   0.0057293   
02639   174.3496251   0.005733   0.0065912   174.4462578   0.00572   87.0740033   58.0493355   0.000275   174.745356   0.0057421   0.0066031   175.0769259   0.0057293   
02640   174.6025662   0.0057342   0.0065937   174.7006086   0.0057212   87.2012407   58.1341604   0.0002754   175.2009351   0.0057423   0.0066055   175.5245185   0.0057295   
02641   175.019624   0.0057343   0.0065959   175.1190389   0.0057213   87.4100913   58.2733942   0.0002761   175.4003912   0.0057435   0.0066077   175.7426359   0.0057307   
02642   175.2972152   0.0057353   0.0065983   175.4022275   0.0057223   87.5519012   58.3679341   0.0002765   175.354366   0.005746   0.0066101   175.7319938   0.0057332   
02643   175.6563879   0.0057358   0.0066006   175.7630575   0.0057227   87.7317407   58.4878271   0.0002771   175.7823029   0.0057461   0.0066123   176.1615232   0.0057333   
02644   166.8783086   0.005796   0.0066168   166.9576462   0.0057829   83.3302616   55.5535077   0.0002633   166.8291679   0.0058074   0.0066287   167.1799089   0.0057945   
02645   167.3134541   0.005796   0.006619   167.3942265   0.0057829   83.5482576   55.6988384   0.000264   167.2650374   0.0058074   0.0066309   167.617845   0.0057945   
02646   167.7504595   0.005796   0.0066212   167.8326109   0.0057829   83.7671815   55.8447877   0.0002647   167.7003661   0.0058074   0.0066331   168.055149   0.0057945   
02647   168.1874677   0.005796   0.0066234   168.2709953   0.0057829   83.9861056   55.9907371   0.0002654   168.1356973   0.0058074   0.0066352   168.4924532   0.0057945   
02648   168.6223225   0.005796   0.0066256   168.7073197   0.005783   84.2039537   56.1359692   0.000266   168.5716426   0.0058074   0.0066374   168.9303802   0.0057945   
02649   169.0516249   0.0057961   0.0066278   169.1381493   0.005783   84.4191711   56.2794474   0.0002667   169.0093153   0.0058074   0.0066396   169.3705682   0.0057945   
02650   169.4886421   0.0057961   0.00663   169.5765337   0.005783   84.6380948   56.4253965   0.0002674   169.444655   0.0058074   0.0066418   169.8078725   0.0057945   
02651   169.9201964   0.0057961   0.0066321   170.0097494   0.005783   84.8545758   56.5697172   0.0002681   169.8814383   0.0058074   0.006644   170.2468815   0.0057945   
02652   170.3572198   0.0057961   0.0066343   170.4481337   0.005783   85.0734999   56.7156666   0.0002688   170.3167834   0.0058074   0.0066462   170.6841857   0.0057945   
02653   170.7932589   0.0057961   0.0066365   170.8855832   0.005783   85.2919855   56.8613237   0.0002694   170.7522985   0.0058074   0.0066484   171.1217055   0.0057945   
02654   171.2299083   0.0057961   0.0066387   171.3236161   0.005783   85.5107452   57.0071635   0.0002701   171.1876542   0.0058074   0.0066505   171.5590483   0.0057945   
02655   171.6647077   0.0057961   0.0066409   171.7598343   0.0057831   85.7285363   57.1523575   0.0002708   171.6235754   0.0058074   0.0066527   171.9970391   0.0057945   
02656   172.101742   0.0057961   0.0066431   172.1982186   0.0057831   85.94746   57.2983067   0.0002715   172.0589303   0.0058074   0.0066549   172.4343434   0.0057945   
02657   172.536748   0.0057962   0.0066453   172.6346407   0.0057831   86.1654497   57.4436332   0.0002722   172.4946812   0.0058074   0.0066571   172.8721341   0.0057945   
02658   172.9707084   0.0057962   0.0066475   173.070038   0.0057831   86.3829035   57.5886023   0.0002729   172.9306657   0.0058074   0.0066593   173.3101832   0.0057945   
02659   173.4068811   0.0057962   0.0066497   173.507571   0.0057831   86.6014076   57.7342717   0.0002735   173.36629   0.0058074   0.0066615   173.74772   0.0057945   
02660   173.7506848   0.0057968   0.006652   173.8545028   0.0057837   86.7749205   57.849947   0.0002741   173.8273517   0.0058074   0.0066638   174.2136131   0.0057945   
02661   174.1877362   0.0057968   0.0066542   174.2928872   0.0057837   86.9938445   57.9958963   0.0002748   174.2627206   0.0058074   0.006666   174.6509171   0.0057945   
02662   174.6218778   0.0057968   0.0066564   174.7283817   0.0057837   87.2113976   58.1409317   0.0002754   174.6989594   0.0058074   0.0066681   175.089268   0.0057945   
02663   175.0562556   0.0057968   0.0066586   175.1640794   0.0057837   87.4290764   58.2860509   0.0002761   175.1325217   0.0058074   0.0066703   175.5245235   0.0057945   
02664   175.4892739   0.0057968   0.0066608   175.5985509   0.0057837   87.6460747   58.4307165   0.0002768   175.568137   0.0058074   0.0066725   175.9621565   0.0057945   
02665   175.8428295   0.0057972   0.0066629   175.951208   0.0057841   87.8222784   58.5481856   0.0002774   175.9894798   0.0058074   0.0066746   176.3868163   0.0057945   
02666   176.0939205   0.0057984   0.0066653   176.2035271   0.0057853   87.9483167   58.6322111   0.0002778   176.1965605   0.0058088   0.0066771   176.6034705   0.0057959   
02667   167.3703446   0.0058584   0.0066815   167.4375468   0.0058453   83.5694425   55.7129617   0.000264   167.3642756   0.0058695   0.0066933   167.6931552   0.0058566   
02668   167.8029703   0.0058585   0.0066837   167.8717701   0.0058453   83.7862683   55.8575122   0.0002647   167.8008833   0.0058695   0.0066955   168.1318102   0.0058566   
02669   168.2379358   0.0058585   0.0066859   168.3082489   0.0058453   84.0042335   56.0028223   0.0002654   168.2367666   0.0058695   0.0066977   168.5697015   0.0058566   
02670   168.6723989   0.0058585   0.0066881   168.7441315   0.0058453   84.2218891   56.1479261   0.0002661   168.6729138   0.0058695   0.0066999   169.0078919   0.0058566   
02671   169.0898823   0.0058586   0.0066903   169.1633039   0.0058455   84.4312352   56.2874901   0.0002667   169.1239892   0.0058695   0.0067021   169.43982   0.0058566   
02672   169.5190674   0.0058587   0.0066925   169.5941211   0.0058455   84.6463943   56.4309296   0.0002674   169.5615851   0.0058695   0.0067043   169.8795239   0.0058566   
02673   169.9528994   0.0058587   0.0066947   170.0294056   0.0058455   84.863775   56.57585   0.0002681   169.9977128   0.0058695   0.0067065   170.3179765   0.0058566   
02674   170.3258289   0.0058591   0.006697   170.4055579   0.0058459   85.0516126   56.7010751   0.0002687   170.416605   0.0058697   0.0067088   170.7419242   0.0058567   
02675   170.7587456   0.0058591   0.0066992   170.8399488   0.005846   85.268567   56.8457113   0.0002694   170.8110591   0.0058699   0.006711   171.1410723   0.0058569   
02676   171.1957432   0.0058591   0.0067014   171.2783332   0.005846   85.4874908   56.9916605   0.0002701   171.2463644   0.0058699   0.0067131   171.5783764   0.0058569   
02677   171.6292738   0.0058591   0.0067036   171.7134119   0.005846   85.7047743   57.1365162   0.0002707   171.6448196   0.0058701   0.0067153   171.9774135   0.0058571   
02678   172.0613476   0.0058592   0.0067058   172.1469889   0.005846   85.9213102   57.2808735   0.0002714   172.0814206   0.0058701   0.0067175   172.416426   0.0058571   
02679   172.4726186   0.0058593   0.006708   172.5598831   0.0058462   86.1275282   57.4183522   0.0002721   172.5249357   0.0058701   0.0067197   172.8623326   0.0058571   
02680   172.800866   0.00586   0.0067104   172.8911393   0.0058469   86.2929553   57.5286368   0.0002726   172.5756283   0.0058721   0.0067221   172.9536015   0.0058591   
02681   173.2348986   0.0058601   0.0067126   173.3266696   0.0058469   86.510459   57.6736393   0.0002733   173.0117862   0.0058721   0.0067243   173.3918612   0.0058591   
02682   173.6675336   0.0058601   0.0067148   173.7607254   0.0058469   86.7272109   57.8181406   0.0002739   173.4484766   0.0058721   0.0067265   173.830483   0.0058591   
02683   174.0716491   0.0058603   0.006717   174.1667603   0.0058471   86.9300013   57.9533342   0.0002746   173.8940891   0.0058721   0.0067287   174.2780428   0.0058591   
02684   174.481273   0.0058605   0.0067192   174.5783404   0.0058473   87.1355639   58.0903759   0.0002752   174.3376805   0.0058721   0.0067309   174.7236721   0.0058591   
02685   174.7645755   0.0058615   0.0067216   174.8644379   0.0058483   87.2785638   58.1857092   0.0002757   174.8158957   0.0058721   0.0067333   175.2102655   0.0058591   
02686   175.1910411   0.0058615   0.0067238   175.292387   0.0058483   87.4923524   58.3282349   0.0002763   175.2450452   0.0058721   0.0067355   175.6406862   0.0058591   
02687   175.592349   0.0058617   0.006726   175.695646   0.0058485   87.693725   58.4624834   0.000277   175.690138   0.0058721   0.0067377   176.0872893   0.0058591   
02688   176.0185442   0.0058617   0.0067282   176.1237244   0.0058486   87.9075179   58.605012   0.0002776   176.1240607   0.0058721   0.0067399   176.5227662   0.0058591   
02689   176.4428571   0.0058618   0.0067304   176.549782   0.0058486   88.1203133   58.7468756   0.0002783   176.5580917   0.0058721   0.0067421   176.9588953   0.0058591   
02690   176.6327436   0.005863   0.0067326   176.7436041   0.0058499   88.2167456   58.8111638   0.0002786   176.8551341   0.0058728   0.0067443   177.2552039   0.0058599   
02691   177.041196   0.0058632   0.0067348   177.1539354   0.00585   88.4216717   58.9477811   0.0002792   177.2098119   0.0058732   0.0067465   177.6140928   0.0058602   
02692   166.0760667   0.0059374   0.0067541   166.1734329   0.0059242   82.9370124   55.2913416   0.0002621   165.9809758   0.0059491   0.0067661   166.4032578   0.0059361   
02693   166.5130635   0.0059374   0.0067562   166.6118172   0.0059242   83.1559363   55.4372909   0.0002628   166.4162912   0.0059491   0.0067683   166.8405621   0.0059361   
02694   166.947129   0.0059374   0.0067584   167.0473639   0.0059242   83.373443   55.5822954   0.0002634   166.7840676   0.0059494   0.0067705   167.2238768   0.0059364   
02695   167.3808175   0.0059374   0.0067606   167.4825532   0.0059242   83.5907679   55.7271786   0.0002641   167.2203887   0.0059494   0.0067727   167.662187   0.0059364   
02696   167.8178235   0.0059374   0.0067628   167.9209375   0.0059242   83.809692   55.873128   0.0002648   167.6557163   0.0059494   0.0067749   168.0994911   0.0059364   
02697   168.2524982   0.0059375   0.006765   168.357014   0.0059242   84.0274602   56.0183068   0.0002655   168.0928965   0.0059494   0.0067771   168.5359434   0.0059364   
02698   168.6895098   0.0059375   0.0067672   168.7953984   0.0059242   84.2463842   56.1642561   0.0002662   168.5282292   0.0059494   0.0067792   168.9732477   0.0059364   
02699   169.1223175   0.0059375   0.0067694   169.2297482   0.0059243   84.463294   56.3088626   0.0002668   168.9647454   0.0059494   0.0067814   169.4117987   0.0059364   
02700   169.5399021   0.0059376   0.0067716   169.6490907   0.0059244   84.6726962   56.4484641   0.0002675   169.407048   0.0059494   0.0067836   169.848152   0.0059364   
02701   169.9769232   0.0059376   0.0067738   170.087475   0.0059244   84.89162   56.5944133   0.0002682   169.8423902   0.0059494   0.0067858   170.2854563   0.0059364   
02702   170.3868964   0.0059378   0.006776   170.4994731   0.0059246   85.0973658   56.7315772   0.0002688   170.2861297   0.0059494   0.0067881   170.7308348   0.0059364   
02703   170.8204104   0.0059378   0.0067782   170.9344425   0.0059246   85.3145822   56.8763882   0.0002695   170.7225943   0.0059494   0.0067902   171.1689542   0.0059364   
02704   171.2452562   0.0059379   0.0067804   171.361059   0.0059247   85.527624   57.018416   0.0002702   171.1200392   0.0059496   0.0067924   171.5662717   0.0059366   
02705   171.682291   0.0059379   0.0067826   171.7994434   0.0059247   85.7465481   57.1643654   0.0002709   171.555396   0.0059496   0.0067946   172.0035757   0.0059366   
02706   172.1193284   0.0059379   0.0067848   172.2378277   0.0059247   85.965472   57.3103147   0.0002716   171.9907545   0.0059496   0.0067968   172.4408798   0.0059366   
02707   172.5555801   0.0059379   0.006787   172.6754352   0.0059247   86.1840049   57.4560032   0.0002722   172.4263541   0.0059496   0.006799   172.8784324   0.0059366   
02708   172.9926226   0.0059379   0.0067892   173.1138194   0.0059247   86.402929   57.6019527   0.0002729   172.8617179   0.0059496   0.0068012   173.3157365   0.0059366   
02709   173.4250746   0.0059379   0.0067914   173.5477484   0.0059247   86.6196215   57.7464143   0.0002736   173.2984231   0.0059496   0.0068034   173.7543273   0.0059366   
02710   173.8593456   0.0059379   0.0067936   173.9833488   0.0059247   86.8371414   57.8914276   0.0002743   173.7339997   0.0059496   0.0068055   174.191702   0.0059366   
02711   174.2891844   0.005938   0.0067958   174.414662   0.0059248   87.0525232   58.0350155   0.000275   174.1725165   0.0059496   0.0068077   174.6302348   0.0059366   
02712   174.7218745   0.005938   0.006798   174.8487843   0.0059248   87.2693325   58.179555   0.0002756   174.6085808   0.0059496   0.0068099   175.0679811   0.0059366   
02713   175.1385174   0.0059381   0.0068002   175.2669958   0.0059249   87.4781716   58.3187811   0.0002763   174.9700578   0.00595   0.0068121   175.4341966   0.005937   
02714   175.5713598   0.0059381   0.0068024   175.7012293   0.0059249   87.6950418   58.4633612   0.000277   175.405863   0.00595   0.0068143   175.87235   0.005937   
02715   176.0029606   0.0059381   0.0068045   176.1338847   0.0059249   87.9110505   58.607367   0.0002776   175.8390923   0.00595   0.0068165   176.3069647   0.005937   
02716   176.3884366   0.0059385   0.0068068   176.5222307   0.0059252   88.1049513   58.7366342   0.0002782   176.2660928   0.0059501   0.0068187   176.7298276   0.0059371   
02717   168.7142928   0.0059909   0.0068207   168.8188925   0.0059776   84.2565573   56.1710382   0.0002661   168.7767165   0.0060013   0.0068325   169.3077046   0.0059882   
02718   169.1494208   0.0059909   0.0068229   169.2555148   0.0059776   84.4746006   56.3164004   0.0002668   169.2126361   0.0060013   0.0068347   169.7455416   0.0059882   
02719   169.5864384   0.0059909   0.0068251   169.6938992   0.0059776   84.6935246   56.4623497   0.0002675   169.6479733   0.0060013   0.0068369   170.1828457   0.0059882   
02720   170.0173433   0.0059909   0.0068273   170.1263333   0.0059777   84.909477   56.606318   0.0002682   170.0855505   0.0060013   0.0068391   170.6215494   0.0059882   
02721   170.4472014   0.005991   0.0068295   170.5577692   0.0059777   85.1249038   56.7499359   0.0002689   170.522951   0.0060013   0.0068413   171.0609813   0.0059882   
02722   170.884228   0.005991   0.0068317   170.9961535   0.0059777   85.3438279   56.8958853   0.0002695   170.9582955   0.0060013   0.0068434   171.4982854   0.0059882   
02723   171.3203123   0.005991   0.0068339   171.4336174   0.0059777   85.5622922   57.0415281   0.0002702   171.3940386   0.0060013   0.0068456   171.9357505   0.0059882   
02724   171.7562446   0.005991   0.006836   171.8709617   0.0059777   85.7806963   57.1871308   0.0002709   171.8297273   0.0060013   0.0068478   172.3733696   0.0059882   
02725   172.1887453   0.005991   0.0068382   172.3049208   0.0059777   85.9974093   57.3316062   0.0002716   172.2664774   0.0060013   0.00685   172.8120187   0.0059882   
02726   172.6257829   0.005991   0.0068404   172.7433051   0.0059777   86.2163333   57.4775555   0.0002723   172.7018317   0.0060013   0.0068522   173.2493224   0.0059882   
02727   173.0563019   0.0059911   0.0068426   173.1753646   0.0059778   86.4320956   57.6213971   0.000273   173.1393151   0.0060013   0.0068544   173.6885216   0.0059882   
02728   173.4924216   0.0059911   0.0068448   173.6128576   0.0059778   86.6505709   57.7670473   0.0002736   173.5749219   0.0060013   0.0068566   174.126117   0.0059882   
02729   173.9281742   0.0059911   0.006847   174.0500024   0.0059778   86.8688746   57.9125831   0.0002743   174.0106387   0.0060013   0.0068587   174.563809   0.0059882   
02730   174.3630536   0.0059911   0.0068492   174.4862447   0.0059778   87.08673   58.05782   0.000275   174.4466703   0.0060013   0.0068609   175.0017705   0.0059882   
02731   174.7959063   0.0059911   0.0068514   174.9205865   0.0059778   87.3036315   58.202421   0.0002757   174.882878   0.0060013   0.0068631   175.4406961   0.0059882   
02732   175.2303399   0.0059911   0.0068536   175.3563681   0.0059779   87.5212621   58.3475081   0.0002764   175.3182263   0.0060013   0.0068653   175.8779074   0.0059882   
02733   175.6586189   0.0059912   0.0068558   175.7861467   0.0059779   87.7358695   58.4905797   0.000277   175.7518165   0.0060013   0.0068675   176.3145189   0.0059882   
02734   176.0909288   0.0059912   0.006858   176.2200342   0.0059779   87.9524981   58.6349987   0.0002777   176.1876347   0.0060013   0.0068697   176.7526864   0.0059882   
02735   176.4104149   0.0059914   0.0068598   176.5410134   0.0059781   88.1129099   58.74194   0.0002782   176.4052258   0.0060021   0.0068715   176.9800708   0.005989   
02736   176.801582   0.0059917   0.006862   176.9347864   0.0059784   88.3101866   58.8734578   0.0002788   176.8432807   0.0060021   0.0068737   177.421853   0.005989   
02737   172.0701641   0.0059959   0.0068425   172.1699995   0.0059826   85.9279522   57.2853014   0.0002715   172.2800269   0.0060022   0.006851   172.8354869   0.0059891   
02738   172.5072027   0.0059959   0.0068447   172.6083838   0.0059826   86.1468761   57.4312507   0.0002722   172.7153939   0.0060022   0.0068532   173.2727906   0.0059891   
02739   172.9434599   0.0059959   0.0068469   173.0460196   0.0059826   86.3653896   57.5769264   0.0002729   173.1496668   0.0060022   0.0068554   173.7090873   0.0059891   
02740   173.3795093   0.0059959   0.0068491   173.4832616   0.0059826   86.5837298   57.7224865   0.0002736   173.5844193   0.0060022   0.0068575   174.1456686   0.0059891   
02741   173.8043639   0.0059959   0.0068512   173.9095502   0.0059826   86.7962783   57.8641855   0.0002743   174.0084473   0.0060022   0.0068597   174.5714362   0.0059891   
02742   174.241022   0.0059959   0.0068534   174.3475347   0.0059826   87.0150146   58.0100097   0.0002749   174.4436153   0.0060022   0.0068619   175.0084924   0.0059891   
02743   174.6653787   0.0059959   0.0068555   174.7725757   0.0059826   87.2271011   58.1514007   0.0002756   174.8645013   0.0060022   0.006864   175.4310899   0.0059891   
02744   175.061758   0.0059959   0.0068575   175.1664723   0.0059826   87.424364   58.2829094   0.0002762   175.2717606   0.0060022   0.006866   175.8351464   0.0059891   
02745   175.4810667   0.0059959   0.0068596   175.5880408   0.0059827   87.6344232   58.4229488   0.0002769   175.6826099   0.0060022   0.0068681   176.2499656   0.0059891   
02746   175.9163982   0.0059959   0.0068618   176.0245398   0.0059827   87.8524437   58.5682958   0.0002776   176.1167124   0.0060022   0.0068702   176.6857488   0.0059891   
02747   176.343315   0.005996   0.0068639   176.4529338   0.0059827   88.0662661   58.7108441   0.0002782   176.5453752   0.0060022   0.0068724   177.1157496   0.0059891   
02748   176.7247375   0.0059963   0.0068662   176.836923   0.005983   88.2578914   58.8385942   0.0002788   176.9943278   0.0060022   0.0068746   177.5653289   0.0059891   
02749   177.0140831   0.0059972   0.0068686   177.1275023   0.0059839   88.4025513   58.9350342   0.0002793   177.2436961   0.0060034   0.006877   177.8105802   0.0059903   
02750   168.5836605   0.0060552   0.0068843   168.6716538   0.0060419   84.1786891   56.1191261   0.0002661   168.8018933   0.0060618   0.0068928   169.2463582   0.0060486   
02751   169.0095332   0.0060553   0.0068865   169.0991875   0.0060419   84.3922302   56.2614868   0.0002667   169.2401453   0.0060618   0.006895   169.6873146   0.0060486   
02752   169.4465591   0.0060553   0.0068887   169.5375718   0.0060419   84.6111541   56.4074361   0.0002674   169.6754851   0.0060618   0.0068972   170.1246188   0.0060486   
02753   169.8830296   0.0060553   0.0068909   169.9754213   0.0060419   84.8298023   56.5532015   0.0002681   170.110992   0.0060618   0.0068994   170.5620837   0.0060486   
02754   170.3164135   0.0060553   0.0068931   170.4103294   0.006042   85.0470024   56.6980016   0.0002688   170.5064318   0.006062   0.0069016   170.967086   0.0060488   
02755   170.75171   0.0060553   0.0068953   170.8470537   0.006042   85.265132   56.8434213   0.0002695   170.9422381   0.006062   0.0069038   171.4049806   0.0060488   
02756   171.1857255   0.0060553   0.0068975   171.282535   0.006042   85.4825558   56.9883705   0.0002702   171.3793573   0.006062   0.006906   171.8416022   0.0060488   
02757   171.6189054   0.0060554   0.0068996   171.7171836   0.006042   85.6996741   57.1331161   0.0002708   171.8155617   0.006062   0.0069081   172.2804204   0.0060488   
02758   172.0559482   0.0060554   0.0069018   172.1555679   0.006042   85.9185983   57.2790655   0.0002715   172.250918   0.006062   0.0069103   172.7177246   0.0060488   
02759   172.4929934   0.0060554   0.006904   172.5939523   0.006042   86.1375221   57.4250147   0.0002722   172.6862768   0.006062   0.0069125   173.1550287   0.0060488   
02760   172.9290088   0.0060554   0.0069062   173.0313551   0.006042   86.3559546   57.5706364   0.0002729   173.0739158   0.0060622   0.0069147   173.548871   0.006049   
02761   173.3618064   0.0060554   0.0069084   173.465587   0.0060421   86.5727449   57.7151632   0.0002736   173.5105582   0.0060622   0.0069169   173.9874277   0.006049   
02762   173.7826843   0.0060555   0.0069106   173.8881691   0.0060422   86.7837898   57.8558598   0.0002742   173.9525569   0.0060622   0.0069191   174.4240979   0.006049   
02763   174.2167204   0.0060555   0.0069128   174.3236494   0.0060422   87.0012808   58.0008539   0.0002749   174.3888021   0.0060622   0.0069213   174.8623126   0.006049   
02764   174.651345   0.0060555   0.006915   174.7596818   0.0060422   87.2190331   58.146022   0.0002756   174.7916963   0.0060624   0.0069235   175.2642812   0.0060492   
02765   175.0804634   0.0060556   0.0069172   175.19039   0.0060422   87.4339847   58.2893232   0.0002763   175.2280384   0.0060624   0.0069257   175.7049784   0.0060492   
02766   175.5062223   0.0060557   0.0069194   175.6177614   0.0060423   87.6473587   58.4315724   0.0002769   175.6668469   0.0060624   0.0069279   176.1456588   0.0060492   
02767   175.9405605   0.0060557   0.0069216   176.0534548   0.0060423   87.8649424   58.5766283   0.0002776   176.1029674   0.0060624   0.00693   176.5838863   0.0060492   
02768   176.3756004   0.0060557   0.0069238   176.4898522   0.0060423   88.0828821   58.7219214   0.0002783   176.5389622   0.0060624   0.0069322   177.0218066   0.0060492   
02769   176.8013152   0.0060558   0.006926   176.9171886   0.0060424   88.2964244   58.8642829   0.000279   176.9767318   0.0060624   0.0069344   177.4618258   0.0060492   
02770   177.2289346   0.0060558   0.0069282   177.3463933   0.0060425   88.5108253   59.0072169   0.0002796   177.4140435   0.0060624   0.0069366   177.9013214   0.0060492   
02771   177.6035836   0.0060561   0.0069304   177.7215642   0.0060428   88.6979012   59.1319342   0.0002802   177.794414   0.0060627   0.0069388   178.2585845   0.0060495   
02772   166.5228113   0.0061315   0.0069502   166.6031568   0.0061181   83.1441602   55.4294401   0.0002628   166.6510852   0.0061385   0.0069587   167.0954694   0.0061253   
02773   166.9598221   0.0061315   0.0069524   167.0415412   0.0061181   83.3630844   55.5753896   0.0002635   167.0864032   0.0061385   0.0069609   167.5327734   0.0061253   
02774   167.395923   0.0061315   0.0069546   167.4790468   0.0061181   83.5815777   55.7210518   0.0002642   167.5219794   0.0061385   0.0069631   167.9703703   0.0061253   
02775   167.831596   0.0061315   0.0069568   167.9161584   0.0061181   83.7998528   55.8665686   0.0002649   167.9576787   0.0061385   0.0069653   168.4080685   0.0061253   
02776   168.2583457   0.0061316   0.006959   168.3447073   0.0061182   84.0138622   56.0092415   0.0002656   168.3810044   0.0061386   0.0069675   168.8303177   0.0061254   
02777   168.6583351   0.0061318   0.0069612   168.7472844   0.0061184   84.2148041   56.1432028   0.0002662   168.74368   0.006139   0.0069697   169.1965235   0.0061258   
02778   169.0953641   0.0061318   0.0069634   169.1856687   0.0061184   84.4337285   56.2891523   0.0002669   169.179019   0.006139   0.0069719   169.6338274   0.0061258   
02779   169.5295534   0.0061318   0.0069656   169.6213029   0.0061184   84.6512711   56.4341808   0.0002676   169.6151689   0.006139   0.0069741   170.0719834   0.0061258   
02780   169.9665879   0.0061318   0.0069678   170.0596873   0.0061184   84.8701951   56.5801301   0.0002682   170.0505129   0.006139   0.0069763   170.5092875   0.0061258   
02781   170.3824604   0.0061319   0.00697   170.4773453   0.0061185   85.0787831   56.7191887   0.0002689   170.4919649   0.006139   0.0069785   170.9530898   0.0061258   
02782   170.815646   0.006132   0.0069722   170.9119374   0.0061186   85.2958477   56.8638985   0.0002696   170.9285549   0.006139   0.0069807   171.3914326   0.0061258   
02783   171.2521829   0.006132   0.0069744   171.3498281   0.0061186   85.5145297   57.0096864   0.0002703   171.3640522   0.006139   0.0069829   171.8288901   0.0061258   
02784   171.6882918   0.006132   0.0069766   171.7872989   0.0061186   85.7329856   57.1553237   0.0002709   171.7996954   0.006139   0.006985   172.2664726   0.0061258   
02785   172.1253406   0.006132   0.0069788   172.2256832   0.0061186   85.9519094   57.301273   0.0002716   172.2350523   0.006139   0.0069872   172.7037766   0.0061258   
